side,level,study,paradigm,speaker,time,mean,median,lower,upper
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.8163,0.1103,0.1103,0.1084,0.1125
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.8367,0.1099,0.1098,0.1078,0.1121
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.8571,0.1095,0.1095,0.1074,0.1119
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.8776,0.1094,0.1093,0.1071,0.1117
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.898,0.1095,0.1094,0.1072,0.1118
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.9184,0.1098,0.1097,0.1074,0.1122
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.9388,0.1103,0.1102,0.108,0.1126
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.9592,0.1109,0.1109,0.1082,0.1136
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.9796,0.1117,0.1117,0.1082,0.1152
perceiver,study,Round-Robin (In Person),Dyadic interaction,Interactant,1.0,0.1125,0.1125,0.1078,0.1172
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.0,0.1115,0.1114,0.1097,0.1136
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.0204,0.1113,0.1113,0.1096,0.1133
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.0408,0.1111,0.1111,0.1094,0.113
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.0612,0.111,0.1109,0.1094,0.1126
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.0816,0.1108,0.1107,0.1093,0.1124
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.102,0.1106,0.1106,0.109,0.1122
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.1224,0.1105,0.1105,0.1088,0.1121
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.1429,0.1104,0.1104,0.1087,0.112
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.1633,0.1104,0.1105,0.1088,0.112
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.1837,0.1105,0.1105,0.1089,0.112
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.2041,0.1105,0.1105,0.1089,0.1121
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.2245,0.1106,0.1106,0.1091,0.1122
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.2449,0.1107,0.1107,0.1091,0.1124
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.2653,0.1108,0.1108,0.1092,0.1125
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.2857,0.1109,0.1109,0.1093,0.1125
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.3061,0.1109,0.1109,0.1093,0.1124
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.3265,0.1108,0.1108,0.1093,0.1125
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.3469,0.1107,0.1107,0.1092,0.1123
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.3673,0.1106,0.1106,0.109,0.1121
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.3878,0.1104,0.1105,0.1089,0.1119
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.4082,0.1102,0.1103,0.1086,0.1117
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.4286,0.1101,0.1102,0.1085,0.1116
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.449,0.1099,0.1101,0.1082,0.1116
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.4694,0.1099,0.11,0.108,0.1115
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.4898,0.1099,0.1099,0.108,0.1116
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.5102,0.1099,0.11,0.108,0.1117
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.5306,0.11,0.1101,0.1081,0.1117
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.551,0.1102,0.1102,0.1083,0.1119
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.5714,0.1104,0.1104,0.1087,0.1121
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.5918,0.1106,0.1106,0.109,0.1124
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.6122,0.1108,0.1108,0.1092,0.1125
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.6327,0.111,0.111,0.1095,0.1126
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.6531,0.1112,0.1111,0.1097,0.1127
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.6735,0.1113,0.1112,0.1098,0.1128
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.6939,0.1113,0.1113,0.1098,0.1129
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.7143,0.1114,0.1114,0.1099,0.1129
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.7347,0.1114,0.1115,0.1099,0.113
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.7551,0.1115,0.1115,0.11,0.113
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.7755,0.1115,0.1116,0.11,0.1131
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.7959,0.1116,0.1116,0.1101,0.1132
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.8163,0.1117,0.1117,0.1102,0.1134
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.8367,0.1118,0.1118,0.1103,0.1136
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.8571,0.112,0.1119,0.1104,0.1138
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.8776,0.1122,0.1122,0.1105,0.1141
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.898,0.1124,0.1123,0.1106,0.1144
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.9184,0.1125,0.1125,0.1106,0.1147
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.9388,0.1127,0.1126,0.1106,0.115
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.9592,0.1128,0.1126,0.1106,0.1152
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,0.9796,0.1128,0.1125,0.1105,0.1156
perceiver,study,Round-Robin (In Person),Dyadic interaction,Target,1.0,0.1128,0.1125,0.1104,0.1156
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0,0.125,0.1257,0.1174,0.1319
target,study,Round-Robin (Video),Dyadic interaction,Target,0.0,0.1388,0.1385,0.1348,0.143
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0204,0.1247,0.1252,0.118,0.1311
target,study,Round-Robin (Video),Dyadic interaction,Target,0.0204,0.1388,0.1385,0.1349,0.1428
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0408,0.1248,0.1251,0.1187,0.1305
target,study,Round-Robin (Video),Dyadic interaction,Target,0.0408,0.1387,0.1384,0.1352,0.1424
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0612,0.1252,0.1252,0.1199,0.1302
target,study,Round-Robin (Video),Dyadic interaction,Target,0.0612,0.1384,0.1382,0.1351,0.1419
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.0816,0.1259,0.126,0.1213,0.1302
target,study,Round-Robin (Video),Dyadic interaction,Target,0.0816,0.1381,0.1379,0.1351,0.1413
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.102,0.1268,0.1268,0.123,0.1304
target,study,Round-Robin (Video),Dyadic interaction,Target,0.102,0.1376,0.1376,0.1347,0.1407
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.1224,0.1279,0.1278,0.1246,0.1311
target,study,Round-Robin (Video),Dyadic interaction,Target,0.1224,0.1372,0.1372,0.1344,0.1402
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.1429,0.129,0.129,0.1262,0.132
target,study,Round-Robin (Video),Dyadic interaction,Target,0.1429,0.1368,0.1368,0.134,0.1394
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.1633,0.1302,0.1302,0.1276,0.1329
target,study,Round-Robin (Video),Dyadic interaction,Target,0.1633,0.1364,0.1365,0.1337,0.1388
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.1837,0.1312,0.1312,0.1285,0.1339
target,study,Round-Robin (Video),Dyadic interaction,Target,0.1837,0.1361,0.1363,0.1333,0.1385
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2041,0.1321,0.132,0.1293,0.1348
target,study,Round-Robin (Video),Dyadic interaction,Target,0.2041,0.1359,0.136,0.1333,0.1383
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2245,0.1327,0.1327,0.13,0.1354
target,study,Round-Robin (Video),Dyadic interaction,Target,0.2245,0.1358,0.1359,0.1332,0.1383
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2449,0.1331,0.1331,0.1306,0.1357
target,study,Round-Robin (Video),Dyadic interaction,Target,0.2449,0.1359,0.1359,0.1333,0.1384
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2653,0.1334,0.1333,0.131,0.1359
target,study,Round-Robin (Video),Dyadic interaction,Target,0.2653,0.1359,0.136,0.1336,0.1383
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.2857,0.1335,0.1333,0.1312,0.136
target,study,Round-Robin (Video),Dyadic interaction,Target,0.2857,0.1361,0.1361,0.1337,0.1383
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3061,0.1335,0.1334,0.1311,0.136
target,study,Round-Robin (Video),Dyadic interaction,Target,0.3061,0.1362,0.1363,0.134,0.1385
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3265,0.1335,0.1335,0.1311,0.136
target,study,Round-Robin (Video),Dyadic interaction,Target,0.3265,0.1364,0.1364,0.1341,0.1386
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3469,0.1335,0.1335,0.131,0.136
target,study,Round-Robin (Video),Dyadic interaction,Target,0.3469,0.1365,0.1365,0.1342,0.1386
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3673,0.1337,0.1337,0.131,0.1362
target,study,Round-Robin (Video),Dyadic interaction,Target,0.3673,0.1365,0.1365,0.1343,0.1386
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.3878,0.134,0.1339,0.1314,0.1365
target,study,Round-Robin (Video),Dyadic interaction,Target,0.3878,0.1365,0.1365,0.1342,0.1386
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.4082,0.1344,0.1344,0.1319,0.1368
target,study,Round-Robin (Video),Dyadic interaction,Target,0.4082,0.1365,0.1365,0.1341,0.1386
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.4286,0.135,0.135,0.1325,0.1374
target,study,Round-Robin (Video),Dyadic interaction,Target,0.4286,0.1364,0.1365,0.134,0.1387
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.449,0.1356,0.1356,0.1332,0.1381
target,study,Round-Robin (Video),Dyadic interaction,Target,0.449,0.1364,0.1365,0.134,0.1385
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.4694,0.1363,0.1362,0.1339,0.1388
target,study,Round-Robin (Video),Dyadic interaction,Target,0.4694,0.1364,0.1365,0.134,0.1386
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.4898,0.137,0.137,0.1345,0.1397
target,study,Round-Robin (Video),Dyadic interaction,Target,0.4898,0.1365,0.1365,0.1342,0.1387
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.5102,0.1377,0.1376,0.1351,0.1404
target,study,Round-Robin (Video),Dyadic interaction,Target,0.5102,0.1366,0.1366,0.1344,0.1389
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.5306,0.1382,0.1381,0.1356,0.141
target,study,Round-Robin (Video),Dyadic interaction,Target,0.5306,0.1368,0.1368,0.1346,0.1391
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.551,0.1386,0.1384,0.136,0.1413
target,study,Round-Robin (Video),Dyadic interaction,Target,0.551,0.1371,0.137,0.1349,0.1394
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.5714,0.1387,0.1386,0.1361,0.1413
target,study,Round-Robin (Video),Dyadic interaction,Target,0.5714,0.1373,0.1372,0.1351,0.1397
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.5918,0.1386,0.1386,0.136,0.1411
target,study,Round-Robin (Video),Dyadic interaction,Target,0.5918,0.1375,0.1374,0.1353,0.1399
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6122,0.1384,0.1383,0.1358,0.1408
target,study,Round-Robin (Video),Dyadic interaction,Target,0.6122,0.1377,0.1375,0.1354,0.14
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6327,0.1379,0.1378,0.1355,0.1404
target,study,Round-Robin (Video),Dyadic interaction,Target,0.6327,0.1377,0.1375,0.1354,0.14
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6531,0.1373,0.1373,0.1349,0.1399
target,study,Round-Robin (Video),Dyadic interaction,Target,0.6531,0.1375,0.1375,0.1352,0.1398
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6735,0.1366,0.1366,0.1342,0.1392
target,study,Round-Robin (Video),Dyadic interaction,Target,0.6735,0.1372,0.1372,0.1349,0.1395
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.6939,0.1359,0.1359,0.1334,0.1383
target,study,Round-Robin (Video),Dyadic interaction,Target,0.6939,0.1368,0.1368,0.1344,0.1389
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7143,0.1352,0.1352,0.1326,0.1376
target,study,Round-Robin (Video),Dyadic interaction,Target,0.7143,0.1363,0.1363,0.134,0.1384
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7347,0.1345,0.1345,0.1321,0.1368
target,study,Round-Robin (Video),Dyadic interaction,Target,0.7347,0.1357,0.1357,0.1334,0.1379
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7551,0.1338,0.1338,0.1315,0.1363
target,study,Round-Robin (Video),Dyadic interaction,Target,0.7551,0.1352,0.1352,0.1329,0.1375
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7755,0.1334,0.1334,0.1311,0.1358
target,study,Round-Robin (Video),Dyadic interaction,Target,0.7755,0.1349,0.1348,0.1325,0.1374
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.7959,0.133,0.133,0.1308,0.1354
target,study,Round-Robin (Video),Dyadic interaction,Target,0.7959,0.1347,0.1346,0.1323,0.1373
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.8163,0.1329,0.1329,0.1306,0.1352
target,study,Round-Robin (Video),Dyadic interaction,Target,0.8163,0.1347,0.1346,0.1322,0.1373
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.8367,0.1329,0.133,0.1307,0.1351
target,study,Round-Robin (Video),Dyadic interaction,Target,0.8367,0.135,0.135,0.1326,0.1375
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.8571,0.1331,0.1333,0.131,0.1354
target,study,Round-Robin (Video),Dyadic interaction,Target,0.8571,0.1356,0.1355,0.1331,0.138
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.8776,0.1335,0.1336,0.1313,0.1358
target,study,Round-Robin (Video),Dyadic interaction,Target,0.8776,0.1364,0.1363,0.1341,0.1387
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.898,0.1341,0.1342,0.1317,0.1363
target,study,Round-Robin (Video),Dyadic interaction,Target,0.898,0.1373,0.1373,0.1352,0.1394
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.9184,0.1348,0.1348,0.1325,0.1369
target,study,Round-Robin (Video),Dyadic interaction,Target,0.9184,0.1384,0.1384,0.1363,0.1405
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.9388,0.1356,0.1356,0.1332,0.1379
target,study,Round-Robin (Video),Dyadic interaction,Target,0.9388,0.1395,0.1394,0.1374,0.1416
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.9592,0.1364,0.1364,0.1343,0.1388
target,study,Round-Robin (Video),Dyadic interaction,Target,0.9592,0.1405,0.1404,0.1381,0.1429
target,study,Round-Robin (Video),Dyadic interaction,Interactant,0.9796,0.1372,0.1372,0.135,0.1396
target,study,Round-Robin (Video),Dyadic interaction,Target,0.9796,0.1413,0.1412,0.1386,0.1441
target,study,Round-Robin (Video),Dyadic interaction,Interactant,1.0,0.138,0.138,0.1354,0.1407
target,study,Round-Robin (Video),Dyadic interaction,Target,1.0,0.1419,0.1417,0.1388,0.145
target,study,STEM,Dyadic interaction,Interactant,0.0,0.1655,0.1659,0.1592,0.171
target,study,STEM,Dyadic interaction,Target,0.0,0.1528,0.1529,0.1417,0.1634
target,study,STEM,Dyadic interaction,Interactant,0.0204,0.1657,0.166,0.1599,0.1708
target,study,STEM,Dyadic interaction,Target,0.0204,0.157,0.1571,0.1486,0.1656
target,study,STEM,Dyadic interaction,Interactant,0.0408,0.166,0.1663,0.1609,0.1709
target,study,STEM,Dyadic interaction,Target,0.0408,0.1618,0.1616,0.1552,0.1686
target,study,STEM,Dyadic interaction,Interactant,0.0612,0.1665,0.1666,0.1618,0.1711
target,study,STEM,Dyadic interaction,Target,0.0612,0.167,0.1669,0.1619,0.1721
target,study,STEM,Dyadic interaction,Interactant,0.0816,0.1671,0.1672,0.1625,0.1714
target,study,STEM,Dyadic interaction,Target,0.0816,0.172,0.1721,0.1673,0.1767
target,study,STEM,Dyadic interaction,Interactant,0.102,0.1677,0.1678,0.1634,0.1719
target,study,STEM,Dyadic interaction,Target,0.102,0.1766,0.1768,0.1718,0.1816
target,study,STEM,Dyadic interaction,Interactant,0.1224,0.1682,0.1685,0.1639,0.1723
target,study,STEM,Dyadic interaction,Target,0.1224,0.1805,0.1805,0.1757,0.1857
target,study,STEM,Dyadic interaction,Interactant,0.1429,0.1688,0.169,0.1643,0.1728
target,study,STEM,Dyadic interaction,Target,0.1429,0.1836,0.1836,0.1786,0.1891
target,study,STEM,Dyadic interaction,Interactant,0.1633,0.1692,0.1693,0.1648,0.1734
target,study,STEM,Dyadic interaction,Target,0.1633,0.1857,0.1858,0.1804,0.1908
target,study,STEM,Dyadic interaction,Interactant,0.1837,0.1695,0.1695,0.1651,0.1739
target,study,STEM,Dyadic interaction,Target,0.1837,0.1869,0.187,0.1819,0.192
target,study,STEM,Dyadic interaction,Interactant,0.2041,0.1697,0.1696,0.1655,0.1741
target,study,STEM,Dyadic interaction,Target,0.2041,0.1875,0.1875,0.1824,0.1922
target,study,STEM,Dyadic interaction,Interactant,0.2245,0.1697,0.1698,0.1654,0.1742
target,study,STEM,Dyadic interaction,Target,0.2245,0.1875,0.1874,0.1824,0.1925
target,study,STEM,Dyadic interaction,Interactant,0.2449,0.1696,0.1697,0.1653,0.1741
target,study,STEM,Dyadic interaction,Target,0.2449,0.1871,0.187,0.1822,0.1922
target,study,STEM,Dyadic interaction,Interactant,0.2653,0.1695,0.1696,0.165,0.1738
target,study,STEM,Dyadic interaction,Target,0.2653,0.1865,0.1864,0.1819,0.1915
target,study,STEM,Dyadic interaction,Interactant,0.2857,0.1692,0.1693,0.165,0.1734
target,study,STEM,Dyadic interaction,Target,0.2857,0.186,0.1859,0.1813,0.1908
target,study,STEM,Dyadic interaction,Interactant,0.3061,0.169,0.1692,0.1646,0.1731
target,study,STEM,Dyadic interaction,Target,0.3061,0.1855,0.1854,0.1811,0.1902
target,study,STEM,Dyadic interaction,Interactant,0.3265,0.1687,0.1689,0.1643,0.1726
target,study,STEM,Dyadic interaction,Target,0.3265,0.1851,0.1851,0.1806,0.1896
target,study,STEM,Dyadic interaction,Interactant,0.3469,0.1686,0.1688,0.1639,0.1725
target,study,STEM,Dyadic interaction,Target,0.3469,0.1848,0.1848,0.1802,0.1895
target,study,STEM,Dyadic interaction,Interactant,0.3673,0.1685,0.1687,0.1639,0.1725
target,study,STEM,Dyadic interaction,Target,0.3673,0.1846,0.1846,0.1799,0.1893
target,study,STEM,Dyadic interaction,Interactant,0.3878,0.1686,0.1686,0.1639,0.1728
target,study,STEM,Dyadic interaction,Target,0.3878,0.1843,0.1844,0.1795,0.1888
target,study,STEM,Dyadic interaction,Interactant,0.4082,0.1687,0.1688,0.1643,0.1731
target,study,STEM,Dyadic interaction,Target,0.4082,0.1839,0.184,0.1792,0.1885
target,study,STEM,Dyadic interaction,Interactant,0.4286,0.169,0.1692,0.1645,0.1734
target,study,STEM,Dyadic interaction,Target,0.4286,0.1834,0.1835,0.1788,0.188
target,study,STEM,Dyadic interaction,Interactant,0.449,0.1694,0.1695,0.1649,0.1739
target,study,STEM,Dyadic interaction,Target,0.449,0.1829,0.183,0.1781,0.1875
target,study,STEM,Dyadic interaction,Interactant,0.4694,0.1699,0.17,0.1655,0.1745
target,study,STEM,Dyadic interaction,Target,0.4694,0.1823,0.1824,0.1776,0.1869
target,study,STEM,Dyadic interaction,Interactant,0.4898,0.1705,0.1705,0.1659,0.1749
target,study,STEM,Dyadic interaction,Target,0.4898,0.1819,0.1819,0.1773,0.1867
target,study,STEM,Dyadic interaction,Interactant,0.5102,0.1711,0.1709,0.1668,0.1753
target,study,STEM,Dyadic interaction,Target,0.5102,0.1816,0.1818,0.1767,0.1866
target,study,STEM,Dyadic interaction,Interactant,0.5306,0.1717,0.1715,0.1675,0.1758
target,study,STEM,Dyadic interaction,Target,0.5306,0.1817,0.1817,0.1768,0.1867
target,study,STEM,Dyadic interaction,Interactant,0.551,0.1722,0.1721,0.168,0.1765
target,study,STEM,Dyadic interaction,Target,0.551,0.1823,0.1823,0.1772,0.1874
target,study,STEM,Dyadic interaction,Interactant,0.5714,0.1727,0.1726,0.1681,0.1772
target,study,STEM,Dyadic interaction,Target,0.5714,0.1833,0.1833,0.178,0.1883
target,study,STEM,Dyadic interaction,Interactant,0.5918,0.1731,0.173,0.1684,0.1778
target,study,STEM,Dyadic interaction,Target,0.5918,0.1848,0.1849,0.1793,0.19
target,study,STEM,Dyadic interaction,Interactant,0.6122,0.1735,0.1733,0.1688,0.1784
target,study,STEM,Dyadic interaction,Target,0.6122,0.1866,0.1868,0.181,0.1919
target,study,STEM,Dyadic interaction,Interactant,0.6327,0.1737,0.1735,0.169,0.1787
target,study,STEM,Dyadic interaction,Target,0.6327,0.1888,0.1888,0.1832,0.1937
target,study,STEM,Dyadic interaction,Interactant,0.6531,0.1739,0.1736,0.1692,0.1788
target,study,STEM,Dyadic interaction,Target,0.6531,0.1909,0.191,0.1851,0.1965
target,study,STEM,Dyadic interaction,Interactant,0.6735,0.174,0.1737,0.169,0.1791
target,study,STEM,Dyadic interaction,Target,0.6735,0.193,0.1929,0.1871,0.1985
target,study,STEM,Dyadic interaction,Interactant,0.6939,0.174,0.1738,0.1689,0.1791
target,study,STEM,Dyadic interaction,Target,0.6939,0.1947,0.1947,0.1886,0.2006
target,study,STEM,Dyadic interaction,Interactant,0.7143,0.1739,0.1738,0.1689,0.179
target,study,STEM,Dyadic interaction,Target,0.7143,0.1959,0.196,0.1895,0.2019
target,study,STEM,Dyadic interaction,Interactant,0.7347,0.1738,0.1736,0.1689,0.1789
target,study,STEM,Dyadic interaction,Target,0.7347,0.1966,0.1965,0.1902,0.2024
target,study,STEM,Dyadic interaction,Interactant,0.7551,0.1736,0.1733,0.1687,0.1787
target,study,STEM,Dyadic interaction,Target,0.7551,0.1967,0.1967,0.1905,0.2028
target,study,STEM,Dyadic interaction,Interactant,0.7755,0.1734,0.173,0.1684,0.1786
target,study,STEM,Dyadic interaction,Target,0.7755,0.1963,0.1965,0.1899,0.2022
target,study,STEM,Dyadic interaction,Interactant,0.7959,0.1732,0.1729,0.1683,0.1782
target,study,STEM,Dyadic interaction,Target,0.7959,0.1955,0.1957,0.1891,0.2018
target,study,STEM,Dyadic interaction,Interactant,0.8163,0.1729,0.1726,0.168,0.178
target,study,STEM,Dyadic interaction,Target,0.8163,0.1946,0.1948,0.188,0.2014
target,study,STEM,Dyadic interaction,Interactant,0.8367,0.1727,0.1724,0.1675,0.1782
target,study,STEM,Dyadic interaction,Target,0.8367,0.1937,0.1938,0.1861,0.201
target,study,STEM,Dyadic interaction,Interactant,0.8571,0.1725,0.1721,0.1671,0.1783
target,study,STEM,Dyadic interaction,Target,0.8571,0.1931,0.1932,0.1856,0.2002
target,study,STEM,Dyadic interaction,Interactant,0.8776,0.1722,0.1719,0.1667,0.1782
target,study,STEM,Dyadic interaction,Target,0.8776,0.193,0.1929,0.185,0.2006
target,study,STEM,Dyadic interaction,Interactant,0.898,0.172,0.1716,0.1665,0.1781
target,study,STEM,Dyadic interaction,Target,0.898,0.1933,0.1936,0.1844,0.2021
target,study,STEM,Dyadic interaction,Interactant,0.9184,0.1719,0.1713,0.1661,0.178
target,study,STEM,Dyadic interaction,Target,0.9184,0.1942,0.1942,0.1843,0.2045
target,study,STEM,Dyadic interaction,Interactant,0.9388,0.1717,0.1712,0.1658,0.178
target,study,STEM,Dyadic interaction,Target,0.9388,0.1955,0.1951,0.1846,0.207
target,study,STEM,Dyadic interaction,Interactant,0.9592,0.1716,0.1711,0.1655,0.178
target,study,STEM,Dyadic interaction,Target,0.9592,0.1971,0.1965,0.1844,0.2098
target,study,STEM,Dyadic interaction,Interactant,0.9796,0.1715,0.1711,0.1651,0.1782
target,study,STEM,Dyadic interaction,Target,0.9796,0.1986,0.1977,0.1841,0.2144
target,study,STEM,Dyadic interaction,Interactant,1.0,0.1714,0.1711,0.1652,0.1782
target,study,STEM,Dyadic interaction,Target,1.0,0.2,0.1985,0.1832,0.219
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0,0.0699,0.0697,0.0605,0.0802
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.0,0.1201,0.1199,0.118,0.122
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0204,0.072,0.0719,0.0651,0.0796
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.0204,0.1201,0.1199,0.1182,0.1222
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0408,0.0753,0.0752,0.0702,0.0805
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.0408,0.1201,0.12,0.1182,0.1223
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0612,0.0796,0.0796,0.0759,0.0835
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.0612,0.1201,0.12,0.1183,0.1222
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.0816,0.0845,0.0845,0.0815,0.0875
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.0816,0.1201,0.12,0.1183,0.122
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.102,0.0898,0.0898,0.0872,0.0924
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.102,0.1201,0.1199,0.1183,0.1219
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.1224,0.0951,0.0951,0.0928,0.0975
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.1224,0.1201,0.1199,0.1184,0.1219
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.1429,0.1002,0.1001,0.0977,0.1026
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.1429,0.12,0.1199,0.1185,0.1218
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.1633,0.1047,0.1046,0.1022,0.1072
target,study,Round-Robin (In Person),Dyadic interaction,Target,0.1633,0.12,0.1198,0.1185,0.1217
target,study,Round-Robin (In Person),Dyadic interaction,Interactant,0.1837,0.1085,0.1085,0.1059,0.111
